"","Review","label"
"19","Love Amazon Echo!  This little tower can really do so many things.  I personally love being able to turn on and off the lights with just a simple command.  My only complaint is I ordered the gift wrap as it was a gift for my husband and it was stuffed into a skin tight bag that I could not seal.  Very disappointed I spent money on wrapping it when in the end I had to wrap it myself to keep it a surprise.","Positive"
"20","Great fun for the family.  Speaker sounds decent and Alexa has smart technology so she learns. It's great to have a question and be able to ask it without grabbing your phone or computer. ""Alexa how do you spell....?"" or ""Alexa what's the weather tomorrow?""","Positive"
"21","Nothing but fun fun fun!!!!!","Positive"
"22","The best speaker Iv'e bought so far! It beats Google Home in every way as I bought both devices. The amazon echo is accurate and superb in sound! It won't let you down! Highly recommended! :)","Positive"
"23","Its amazing what it can do and its very helpful and it can tell you jokes lol","Positive"
"24","I'm also adding a battery base to it to make it portable. :)","Positive"
"25","*** The things I feel like could be added to the amazon echo would be other custom names instead of amazon, alexa and echo. Also a speakerphone for conversations such as phone calls. If these features could be added, then this would be the ultimate device! :D","Positive"
"26","Very impressed. I bought a factory refurbished unit, and it functions perfectly and looks nice.  Lots of fun.","Positive"
"27","OK, keeping this brief, because I love my Echo, though I've not explored it's abilities as much as I should be.  As I am about to buy a Tap and a Dot, I wanted to make Amazon aware of the following review, in hopes that they will investigate work to resolve the claims made in the article below...I finished it feeling as though the gentleman was paid by Google, but I also know some of his claims are valid...I hope Amazon is able to move the next step forward to continue improving a great product.","Positive"
"28","I use the echo mostly for listening to prime music and getting my daily flash news briefing. The kids have some fun asking her silly questions and to tell jokes. It gives a nice sound and can play at a loud volume without distorting the sound. It's also handy for giving weather reports and traffic updates.","Positive"
"29","Only leaving 4 instead of 5 stars due to when she's playing anything over volume 5 she doesn't respond to her name and needs to have you walk over and push her action button to get her attention. Superb sound, nice features.  Just improve her response rate and make her a little smarter for general questions and she would be a 10 rating.","Positive"
"30","Alexa is about as helpful as Siri, which is not much.  She rarely hears my requests correctly and has little capabilities beyond what my iPhone can do.","Positive"
"31","I'm not sure how I ever lived without Alexa. The echo is so useful, especially for children who haven't yet learned to read/write, tell time, etc., or elderly who have difficulty with new tech. Just set up the Echo and everyone can use it.","Negative"
"32","really struggles with language. many struggles getting espn westwood one radio tonight to listen to packer game. What is the answer?","Negative"
"33","So far so good. Still learning the proper commands and all, but def like it.","Positive"
"34","We use Alexa every day. It's fun and the kids love it.","Positive"
"35","good toy","Positive"
"36","I have only had the device for a day and am having fun with it.  I am considering returning it though because reminders are just added to a list. It is handy to be able to ask her to remind you to do a task at a certain time, but if you have to remember to check a list it defeats the purpose!  A fun little gadget, but almost useless as an assistant and maybe not worth the price.","Positive"
"37","Too much work setting up. I'd probably rarely use it.","Positive"
"38","Ordered it after reading reviews on the internet. Was not disappointed.  It does all it says it can with minimal trouble. Just wish it covered Nascar in the sports section. I would recommend it to my friends.","Negative"
"39","Fairly useful except the main thing I used it for, to play my music back randomly, didn't work. Amazon's communication about this flaw was one-sided, unclear, and not useful. I hope Amazon can fix the issue.","Negative"
"40","I love Alexa","Positive"
"41","Oh Alexa what would I ever do with out you! My hubby travels all the time for work and she's kinda like my friend ( sad I know) I tell her good morning everyday and she say Good Morning and tells me a fact for the day! She also tells me to have sweet dreams at night!","Positive"
"42"," Makes ordering way to easy! Good thing my 4 yr old has not figured out how to order but you can set up a password for orders.  She's kinda funny she's a member of our family now!","Positive"
"43","Works great. Can't for the updates that will make it more knowledgeable.","Positive"
"44","  My dog is hilarious when I have her open a box of cats! IF YOU HAVE A DOG TRY IT!!!!!! It's funny.","Positive"
"45","  Annnnnd there's a finding Dory alarm I have set every am for when my son has to get ready for school. It's a life saver he drops what he is doing and goes to brush his teeth and hair get shoes on back pack!","Positive"
"46"," Alexa is awesome!!","Positive"
"47","Still getting use to talking out loud to a machine, wife hates it. It has so many functions that you really need to search the internet to learn them and do a periodic check since they add new functions on an extremely regular basis. I use it to get a weather report and news report while making coffee. I also am now using it as a cooking timer when I have more then one item that needs timed. I am a novice user, I recommend you do a bit of research prior to ordering to see the thousands of things you can do with it and see if it will work for you. I give it 4 stores since it started playing hardcore RAP music while my mother was visiting scaring the daylights out of her and my wife since it was so late and neither one had used the ""ALEXA"" keyword to when I checked the recording on the Alexa APP to see what hard started the music. This furthermore made my wife hate it. It is fun to listen to the older commands on the APP when you are not home. I had quite a laugh listening to my wife ask Alexa how much she cost trying to learn more about it and give me grief is my guess. Alexa at least didn't tell on me!","Positive"
"48","Breathes there a man with a soul so dead,","Positive"
"49","I purchased as a gift for someone and he loves it!","Positive"
"50","The basic function of Alexa is very good, that is playing music, telling time, setting timers and such. But it seems that almost every functional thing beyond the basics requires a smart phone or Android device of the latest OS or Apple and they have to be got from third parties through Google Play or Apple.  My problem is I don't have a smart phone and my Android device isn't of the needed vintage.","Positive"
"51","I showed my wife the commercial for it right before it was released. She isn't super tech savvy and didn't really see the point. She surprised me when she got me one for our anniversary. We set it up in the kitchen and use it every. single. day. Now there is constantly music playing in our kitchen instead of having to stick a phone into a docking station.  Love that it syncs with Pandora and I honestly would never use my prime music account without it. I am notorious for not putting things I use the last of on the grocery list. Not anymore!  Kitchen timers, news briefs, the kids LOVE asking her to tell jokes. I also love that it is open sourced and constantly evolving. We use her to control our Hue lighting system and have several wemo switches now. Looking forward to adding a Nest thermostat in the near future.","Positive"
"52","I love my echo.","Positive"
"53","I used to have Alexa in the house. Then figured out that having it in the garage is much better since i can leave it up high enough and out of the way when working, and no need for a larger radio or having to use bluetooth all,the time with a smaller speaker.","Positive"
"54","I got mine when they first came out when i had to sign up to get one, as a prime member i paid 99 dollars and have never had a problem. Great device. Looking to get a few dots for around the house.","Positive"
"55","Worst thing I have ever purchased from Amazon.  It has never worked longer than one hour continuously.  Usually stays on anywhere from 5 minutes to 10 minutes than goes off line and has to be rebooted.  It did not work properly when I first took it out of the box.  After three days with three different customer service and tech people, it stayed on for almost an hour.  I have moved it three times to get it ever closer to the wifi. I have rebooted and reinstalled it at least twelve times.  I was gone for three weeks and unplugged it in my absence in the hope that it might work when I returned and that was the final move, closest to the wifi.  It has been worse.  Today in frustration, I again called customer service and spent about 30 minutes with someone that kept telling me he would fix my problem.  I finally had to ask how he was going to do that when everyone else had failed.  Turned out he was just saying it to fill time while we waited for Alexa to YET AGAIN reboot.  I was asked to go get another power source and try that.  I had to share that I have not additional power sources for Alexa nor should I have to have one.  After the reboot and the half hour and a call back 15 minutes later, Alexa managed to stay on for 20 minutes.  This is the biggest waste of money and no one at Amazon seems to know how to fix the ones, like mine, that do not work.","Negative"
"56","Love it","Positive"
"57","Awesome product a must for any home.","Positive"
"58","Grear sound, easy setup up!","Positive"
"59","Fortunately, Amazon has an app for PCs which allows me to add the book reading function by clicking on the book to be read, but it requires me to turn on the PC - which I'd have to do with all the other devices, too.  The smart phones, of course would usually be on for texting and other such time wasters.","Positive"
"60","Every time you loose internet/wifi, the echo is a beeatch to get reconnected. I have two of them and I hate the set up","Negative"
"61","time I have to kill everytime. I almost tossed both of them in the fire this morning, Next time wont be almost.","Negative"
"62","I am very happy with Amazon Echo, it works as I expected and I have found it to be great when I need to set a timer in my kitchen or ask for recipes, and ordering Items from Amazon.","Positive"
"63","Love it.  Hardly pick up my phone at home anymore and I live through my phone.  I turned my house inyo a smart home.  My girlfriend loves to leave lights on.  I can turn any light off through echo","Positive"
"64","My 73 year old parents LOVE IT!!!! Gave it to them as an early Christmas present and they use it all the time. Two of my brothers order one after seeing it! Easy to set up and use.","Positive"
"65","Ummm yes everyone needs one! Just do it...it will not disappoint.","Negative"
"66","Very useful. I like this so much I bought another. And then I bough an echo dot. and then I got my mother and my in-laws one. I should own Amazon stock.","Positive"
"67","Great product. Just as advertised.","Positive"
"68","Awesome. Bought as a gift . My husband loves this thing and the sound and operation is AWESOME. Easy connectivity.","Positive"
"69","I wish I had purchased it sooner. Definitely will purchase a few more for the relatives. It truly did it all with ease. Paired with the alexa app, it's so easy to use","Positive"
"70","Using items like smart outlets, which is what I wanted for my hospice patient wife, at the moment, is impossible because I have to create another account for the devices, and they only accept input from there app on a smart phone.  Without that, Alexa will neither find it nor operate it.","Positive"
"71","This is one of the most intuitive items I have used in a long wile. The voice UI is close to spot-on, for me better than Siri and Okay Google on my smartphones. I can even give a command from about >20 feet away in the other room. Although it seems to struggle with the volume up above six (6) hearing me from farther away making it hard to turn down the volume from the other room. I would have not only given this five stars but I would have purchased several more if they would connect giving me music throughout the home/patio. This one device playing at a time just seems like a waste of good technology.","Positive"
"72","We love it great little helper","Positive"
"73","It's just a OK device and don't get fooled by all the hypes.  The search is very awkward and too limited.  In order to find any meaningful result, you have to say wikipedia +""question"". When search a song, it also just pulls up from Amazon.  I will give Google Home a try and heard that the search is far better and natural.","Positive"
"74","I love the fact that I can speak to Alexa and add grocery lists, turn on music, etc.","Positive"
"75","I love my echo when im getting dressed in the morning it tells me the weather and then plays my favorite songs to start my day.","Positive"
"76","Bought as gift for sister.  She LOVES it, One was given to my son as a gift, he LOVES it.  So I went ahead and bought three more.  The white for my sister's BDAY, and two more(purchase limit) on Black Friday for xmas gifts!! Does too much to list, you have to see it your self. Just buy it...the guy at Best Buy told me they had a demo for Google one, and it wasn't as great. I also do not like the look of the new Google one anyway.  (FYI-- you can listen to itunes through this, just need to use it as a bluetooth speaker, and stream through it that way, can use ""Alexa Pause and Alexa skip"" with that only)","Positive"
"77","Echo comes out of the box just waiting to be amazing. You start by plugging it in, and from there you get instructions from Alexa on how to pair with your internet. Download the Echo app and you're off. So far, the voice recognition is spot on. There aren't many instances where she hasn't understood what I was asking for. If you have your music REALLY loud, sometimes you need to raise your voice to her, but she can still hear you.","Negative"
"78","Where she really shines is her integration with Spotify, Pandora and TuneIn. After linking these services, all you have to do is ask for a song or playlist from your service and she gets it for you. Her accuracy with spotify so far for me is about 80%. Sometimes she will say that she can't find a certain song, but if you get more specific with your request, she will find it. Where she starts to have trouble is with little kid voices. My kids (7,3) love using it, but she has a hard time understanding them sometimes. Once they slow down and speak clearly, it works just fine.","Positive"
"79","Overall this is an amazing gadget with a thousand uses. From music, to sports scores, to weather, to the news. She can do just about anything. Then if you have Nest, or Hue products..she can control your smart home too!","Positive"
"80","Love this. Great gift","Positive"
"81","I'll keep the Alexa,  much disappointmented, but I'll return the outlets as unusable because I am not investing in a smart phone.","Positive"
"82","My kids love it. I like the convenience of just asking it to play pandora when I sit down to do my art and not fumble with the switches when my wife yells something from the lower floor of the house.","Positive"
"83","I bought this for a Bluetooth speaker.  I have a couple of Bluetooth speakers that really aren't very loud and are hard to pair.  This is very satisfactory in both regards.  It pairs easily with my Android phone and plays at a good volume.  Yesterday I was listening to Pandora and actually had to say, ""Alexa, reduce volume."" The volume reduction was immediate and met my requirements.  I haven't used many of the features  beyond Bluetooth, but when I asked for news, I got a five minute news report from my favorite station, so that was very cool.  It is rather pricey, but so far it has been a good addition to my life.  It is portable enough to take from the kitchen to the bedroom (I got the battery base).  Next I want to try bringing it in the car.  My car will pair with my phone, but I can't use voice control to ask for my Audible book or etc.","Positive"
"84","Pros:","Positive"
"85","1. The setup and use of this device is as easy as any wifi integrated electronic equipment; easier, in fact.  The Bluetooth connect procedure is a bit trickier, but only slightly.","Positive"
"86","2. Voice recognition is superb.","Positive"
"87","3. Basic voice command functions are incredibly simple (e.g. Weather, Smarthome devices, specific music requests, volume control, etc.).","Positive"
"88","4. Aesthetically compatible in any room.","Positive"
"89","Cons:","Negative"
"90","1.  As an audiophile, I can only say that the sound quality is passable, but by no means is it on par with Bose or Klipsch minispeaker systems.  DO NOT let this put you off of the Echo.  It is not bad at all for ambient music, but it won't be your go-to for party music.  My wife uses the Echo exclusively.  She's perfectly happy with the audio quality and methods to choose what she wants to listen to.","Positive"
"91","2. When music is playing, getting Alexa to wake up is very intermittent.  Doesn't  seem to discriminate voice from music well at all.","Negative"
"92","I've decided to chuck both the smart switch and Alexa, both require too much and return too little.  One shouldn't have to have a handful of devices to make Alexa smart enough to do its duty (I refuse to humanize a barely functional machine).  I bought them to comfort my wife in hospice by playing music and reading her Kindle books, but she's gone now and the machine was no help at all - due to the ridiculous, designed in constraints that refused to even read a bought and paid for book from Amazon or turn a light on and off without first having a smart phone or the proper Android OS.","Positive"
"93","3. The folks at Amazon are always working to improve functionality, and that is a good thing.  A lot of questions we've posed simply are out of the realm and reach of the search engine's capability.  In other words, don't try a lot of AND or OR discrete searches.  This does seem to be improving, but it is currently the Achilles heel for now.","Positive"
"94","4.  Items 1-3 above are not major issues that would cost the review more than one star combined.  The fact that I cannot connect the output from the Echo to my Bluetooth audio receiver, however, is a full star deduction.  Seems intuitive that the unit should have both transmit and receive functions at this price point.","Positive"
"95","All of this said, I really like the Echo for what it is.  I would recommend this as a great gift for that person on your gift list who is not a discerning audio snob and who is someone that appreciates the simplicity of a true plug and play device.","Positive"
"96","Amazing.","Positive"
"97","Love Echo.  Cool item to build your lifestyle around overall.  Now, Amazon just need to sync to youtube","Positive"
"98","Amazing device.  My wife and I are enjoying learning all Alexa can do","Positive"
"99","I have a love-hate relationship with Alexa.","Positive"
"100","The product itself is superb and even better that it was a refurb.","Positive"
"101","The concept of Alexa is fantastic but it's execution is lacking and still very much in the infant stage.","Negative"
"102","We love it!! Just got it today and Alexa is playing all our request. Very happy so far","Positive"
"103","I purchased an Echo about 6 months ago. As with any tech purchase I was very excited to receive my new echo but the excitement was short lived. I have a speech impairment so I expected with any voice recognition software to have to learn my speech pattern; I thought there would be a paragraph that a person has to read 3 or 4 times for the software to learn your speech pattern, but there wasn't. There isn't any set-up for the voice recognition software so it just arbitrarily dismissed me.","Positive"
"104","Rarely do I need Alexa to tell me a joke or a specific one-liner.","Positive"
"105","I want to ask Alexa complex questions and have her find me the answer or have a dialogue with me to find what I'm looking for.","Negative"
"106","Her ability to read Wikipedia is lacking.","Negative"
"107","I want something as simple as telling Alexa to remember my birthday and store it in her database of useful facts for me.  I want to tell her the birthday of my wife and to record that she likes a certain type of flowers.  Then as it gets closer, I want to ask Alexa if she has any deals for me relating to birthday gifts for my wife and I want Alexa to offer to buy flowers for my wife.  That's what a personal assistant does.","Positive"
"108","Alexa is still so lacking in the ""if this, then that"" field.  The bright side?  She plays music and emails my wife recipes from the Food Channel.","Negative"
"109","Love love it!","Positive"
"110","I absolutely love my Amazon Echo. From Music to sports updates to my audible books to the alarm.  I deliberated for 3 months or more on whether I thought it would be worth the price.  I got a black Friday deal, but would even buy it over again at full price.  I love Alexa!","Positive"
"111","Love Echo.  Does everything as promised.","Positive"
"112","Siri has a small amount of personality , this does not. Other than playing music and giving you the weather this is a dumb piece of","Positive"
"113","And since it was past the time limit to return I now have a $139 paperweight. Thanks Amazon","Negative"
"114","I love this item!!! Would buy it again ;-)","Positive"
"115","If you are thinking about buying just do it. It took 30 minutes for me to fall in love with this. The speaker is amazing for music, Alexa has so many features, and I am excited for more things to be added. I look forward to using this over the next months.","Positive"
"116","Easily one of my favorite tech purchases EVER and I just bought two more. The voice recognition and command system is far beyond anything Apple or Google has put forward. Nearly all the house guests who have witnessed us nonchalantly telling Alexa to turn the music down, play a specific song, or ask a general question are in awe and almost immediately commit to buying one themselves.","Positive"
"117","did not work with my router spent hours with support to try and fix. They could not fix it.","Positive"
"118","Well.. it's alright device. I'm considering returning it and then 4 Dots I have simply because I have to return and rebuy the echo to get $40 back. I even said I'd take Amazon credit was told only $20. Once I was escalated, the manager said that by taking to him the $20 gift card offer was no longer valid and told me I was out of luck and go ahead and return.","Positive"
"119","Really want to see a better search feature.","Positive"
"120","I bought this thing in Feb 2015, never even bothered to plug it in until November 2015 when it became compatible with my Smartthings Hub. I used it a few times a day for random things (music, alarms, weather, etc). At the beginning of November 2016 it worked fine one day in the morning and later that night it was dead. No lights, no response, nothing. Amazon sent me a replacement ac adapter because apparently their early models were shipped with defective adapters. Still didn't work. Tech support said it was out of warranty but they could offer me a ""special"" price to replace it. That price was the same price listed on the website for everyone to purchase. How was this ""special""?","Positive"
"121","The echo was great when it worked, but I'd expect it to last longer than a year of use. I won't be buying a replacement... especially at the ""special"" price.","Positive"
"122","I really like my White Amazon Echo, it sounds great, it looks great, and it seems to have a really nice solid high quality build with really nice buttons and the top turns with a satisfying amount of resistance. I took down 1 Star because a lot of the questions I ask, it doesn't know the answer to, but I think that will be fixed over time as more and mor epeople use the service. I would definitely would recommend this to a family member or a friend. If you have any questions, feel free to ask!","Positive"
"123","Great product","Positive"
"124","It's okay but doesn't understand many questions asked of it. Unfortunately it died after seven months.","Negative"
"125","Our new best friend Alexa is as fun to have around while she's being so darn handy. From music to weather and scores and recipes. Haven't tried any others like this in the market so I can't compare her to the google one but I can say she's better than Siri. Understands me and my boyfriend easily and goes well with the app.","Positive"
"126","work like a charm easy install and reponds great to commands","Positive"
"127","I freaking LOVE this thing. Now to get a couple Dots to go with it.","Positive"
"128","We've loved our echo ever since we've gotten it.","Positive"
"129","We are having a lot of fun with it.  Our son set it up for us.","Positive"
"130","I love Alexa my only issue is I can't remember what each launch fraize to use for what skill.....how is this resolved....I have stop and look on the app.....kinda defeats the purpose....????  Maybe in the future she will be more adaptable to questions kinda like google is.....  I have to say I do plan on purchasing the Dot to put in my bedroom.  There has been so many times this past year I wanted to add to my shopping list or to do list or play this etc... and  I found myself say Alexa...but she is in the living room and can't hear me....LOL","Positive"
"131","Good for music and simple questions.","Positive"
"132","The Iphone Ap didn't contact or set the Alexa up correctly.  Difficult interface made it too much trouble to use.","Negative"
"133","Amazing device!!! I love it!","Positive"
"134","Per my boyfriend, ""Alexa is my new girlfriend."" We have yet to tap into all her utility, but so far she's been a great companion to friend's child by answering questions, my boyfriend and me by settling arguments via fact checking, picking playlists based on what I announce my mood to be, and informing me of the weather as I am rushing around in the morning getting ready for work. I can't wait to work through all other functions.","Positive"
"135","Best purchase I made all year!","Positive"
"136","I purchased an Echo when it was only available to Prime Members.  It has improved over the years to a fully functional assistant.  I use it so much, I purchased a second one for my office.  I always think I am going to remember something but then I don't.  Why don't I just use Outlook to organize?  Because it just seems like so much work and sticky notes just get gone.  I just add a reminder to my to do list or calendar and let Alexa take care of the rest.  I don't use my Echo to its full potential but she keeps my calendar, reminders, grocery list.  She impresses co-workers with her ability to answer a question pretty efficiently.  She turns the lights out when I'm to lazy to get up and turns them on when I leave during the day and get back after dark.  She reads to me from my Audible account.  I use her to place orders.  Okay, I am a little lazy, Echo just makes it less obvious to others.","Positive"
"137","What can I say that hasn't been said about the Amazon Echo. It is an awesome product, I use it in everyday life from playing music to controlling my smart home devices in my home. I even won over my wife and she loves it. The seven microphones can pick up my voice across my entire home. Its tied directly into my home automation system and combine with IFTTT the possibilities are endless.","Positive"
"138","Great Product 5 Stars","Positive"
"139","Love this product!! So many uses and always coming out with new things you can use it for. I started out with just the Eco and now have 5 or 6 different lights amd other items I can control through it. I recommend getting Amazon Prime and it opens up a whole new side of the Eco.","Positive"
"140","I have both a dot and an echo and they are just fantastic. Its creepy awesome how you can just a question out of rhe blue or have a song in your head and within seconds Alexa is there. The Exho has a full sound it doesnt take up space Its crazy awesome","Positive"
"141","I just received my Echo today and I already am in love, 5 stars for one of the most interesting technical parts of my life. It plays your music, it can read you books. It answers any question at all you have for it. It  will update you on all your favorite sports teams. It sets alarms and timers for you. It will add things to your shopping list as you think of it. It will add things to your calendar as you think of it. It even can operate things in your home like your smart thermostat or the lights in your home. There isn't much it cannot do. She is awesome!!","Positive"
"142","I love Alexa and I'm very happy with the Echo.  I do wish it was wireless though","Positive"
"143","I got my Echo today, and it's safe to say that I'm in love. For starters, Alexa is a Monty Python fan, because when I asked her, ""What's the airspeed velocity of an unladen swallow?"" ... well, she knew the right answer. She plays my favorite music, even making suggestions that are dead on. She knows the time, the weather, celsius to fahrenheit conversions ... and she'll wake me up from a nap, take dictation (shopping list and to-do list), keep track of my calendar, adjust my Nest thermostat and my Phillips Hue lights, and order me a pizza. She'll also bark at my dog (on command) and play music from my iPhone via Bluetooth.","Positive"
"144","Bought this one for a neighbour because we were so impressed with ours.","Positive"
"145","And that brings me to the sound from this smaller-than-expected device: It's unbelievable. I have AudioEngine bookshelf speakers that are pretty darned good, but the Echo shames them. What a robust sound! I'm seriously blown away.","Positive"
"146","So, yeah, get thee an Echo. You won't be disappointed.","Negative"
"147","AMAZON CUSTOMER SERICE is HORRIBLE!  I have speaking to a customer service rep for over 30 minutes and he seems clueless as to how to help me with what should be a relatively easy inquiry.  I bought an AMAZON ECHO as a gift last week and noticed that it went on sale days after my purchase and I called to ask if they could provide a credit for the $40.00 difference.  I was told by the young man ( who had difficulty communicating ) that it would be best if I returned the one purchased and buy it again with the sale price.  REALLY it was a gift and I am not willing to ask the recipient of the gift to give it back.  What?  C'mon Amazon I am a Prime Member and this is the best solution you got?  By the way I am still on hold while he tries to find his supervisor.  It is now over 45 minutes...50 MINUTES AND COUNTING...NOW over an hour...UNACCEPTABLE","Positive"
"148","I enjoy the Echo but you put it on sale 5 days after I bought it.  As a Prime member I wish I had been made aware of this.  Disappointed in Amazon.","Positive"
"149","This thing is pretty neat. It comes in handy turns off my lights. My favorite thing that it does it's turns on my bathroom heater in the morning not having to go into a cold bathroom first thing in the morning is priceless.","Positive"
"150","I have now tried twice to have Amazon replace this defective unit (it repeatedly goes mute - no sound output at all), and twice the customer service reps have said something to the effect of, ""Reset the device, and I'll call you back tomorrow to see how things are."" Amazon never calls back, and my device is still defective. The second CSR even acknowledged that the first CSR should have called back, since they have record of the first call in their files. Then, he left me hanging just like the first.","Negative"
"151","I'd love to 5-star this, but customer service has left a bad taste in my mouth. If you get a working unit, good for you. If you've got a defective one like me, good luck.","Positive"
"152","I wish I hadn't purchased this. The only thing Alexa seems to do for us is tell a joke or the weather. Half the time she doesn't understand what we're asking or refers us to the app. I added things on the app and she still doesn't recognize what I'm asking. I don't know what people use this for other than smart home devices which we don't currently have.","Positive"
"153","got it with the 5 payment option...good product","Positive"
"154","Love the amazon echo. Family is already enjoying it.","Positive"
"155","Enjoy learning with it!","Positive"
"156","Love it... Will order another for my downstairs.","Positive"
"157","I wish Alexa had a little bit more AI and be more conversational.  The skills are great but I sometimes forget the ""catch phrase"".  I also hope there are more settings for traffic report for work.  I use non toll roads and Alexa only gives me fastest route.  Otherwise, I find Alexa to be an eye opener to making my home smart.","Positive"
"158","I've only had it one day and already love it! This morning I checked my calendar, weather, set an alarm, listened to jokes, made a to-do list, a shopping list, and listened to my favorite music all through simple voice commands! (and with out leaving my cozy bed LOL!!!!) Only complaint is that I had to order a battery pack separate or you need to have it plugged in 24/7. Also, I have not learned all the features yet, but once this connects to your phone (text, read emails, and make calls) everyone will want one!","Positive"
"159","OMG... how did we get along without Alexa? She is so helpful (and at times so funny). She tells us the weather for the day and the week ahead. She answers questions that frequently pop into our heads (i.e. Alexa, when did So-and-So die? Alexa, what is the capital city of ....?). She orders items from Amazon when we realize we need a replacement. She plays our Prime music for us and her speakers are great. She gives us information on restaurants, etc. She even says good-night to us... haha. She'll sing, tell jokes and give us the news of the day in our Flash Briefing. I cannot imagine life without our Echo. Recently we bought the Dot to go in our family room downstairs... that's how much we love these devices.","Positive"
"160","i can't say anything about this as of yet because it is for a christmas gift. i know my son has one and enjoys it so i am hoping my husband will enjoy it when he gets it.","Positive"
"161","Wonderful item. She can be stubborn sometimes. Or maybe I don't say it correctly-LOL!! We get along pretty well though. I'm liking the Christmas music she plays. And the jokes are fun for my grandkids. This is a very clever thing and I enjoy Alexa alot.","Positive"
"162","Well, I thought that it would speak to me when I need it to remind me of appointments!  I guess I really don't know how to use it, & need some structural advice by a real person!  I purchased it so that it could help my husband who had several strokes by reminding him of thing of importance!  Clearly I need help learning how to operate this wonderful gadget!","Positive"
"163","You can ask it almost anything, sounds great","Positive"
"164","Arrived really fast, was going to gift it to myself for Christmas but I couldn't resist. Easy set up, Alexa picks up your voice easily and the speaker sounds really nice. Only downfall would be the app, it often crashes and I find myself having to close it and reopen it just to change a song on my phone sometimes, it doesn't affect the device one bit as you can easily do that with voice control, but just thought that I'd mention that. Other than that, I love my Echo!","Positive"
"165","Love Amazon White","Positive"
"166","Absolutely adorable and very soft and cuddly. Very very happy with this purchase.","Positive"
"167","With so many wonderful reviews, we thought we'd give this a try. We were disappointed in that it ended up sitting idle most of the time. It would be great for a single person but we found it lacking for a family with kids.","Positive"
"168","We got Echo primarily to listen to music. We got the 30 day unlimited trial but:","Positive"
"169","2) When she understood us, she often came up with a cover version of the song and not the most popular version. You have to know both the name of the song and the artist to get the song you want.","Positive"
"170","3) If you ask to play music by an artist, she plays all the songs randomly, regardless of popularity. So you hear a lot of what you don't want to hear.","Negative"
"171","4) There is no way to get just the clean versions of the songs. Too many songs popular on the radio have explicit versions as their album versions and that is what you'll get. This alone was a non-starter for us.","Positive"
"172","We have a WeMo controlled light, and that was fun to turn on by voice, but not convenient enough to get the Echo for. Granted if we have more, it might have been more valuable. We were debating to get more WeMo/Philips Hue but decided it was more of a gimmick and often confusing to those who just wanted to turn lights on by the switch.","Positive"
"173","The games for our kids were awful. We tried 20 questions and an animal game and a few math games. The interaction is awkward as Alexa is always in a rush and the whole household has to be quiet or she'll interpret the noise as an answer and move on. With two kids, one just has to be very quiet so one's answer doesn't mess up the other's game. She was equally terrible with the few math games we tried as she'd often not hear the correct answer correctly, tell the kid they were wrong, and then the kid's confused as to what the right answer is as they can't figure out what the right answer is (given they were just told the right answer was wrong.)","Positive"
"174","Lot of fun @ informative","Positive"
